Serial.No.	Content ID	Reaction Type	Datetime	User ID	Content Type	Category	Sentiment	Score
19025	5bf45fd3-6b4b-400c-a126-31b8576e1d70	cherish	05-11-20 17:24	80c36ce2-2cef-4a47-a563-d2a60a2b1825	video	tennis	positive	70
19026	5bf45fd3-6b4b-400c-a126-31b8576e1d70	indifferent	15-02-21 6:44	80c36ce2-2cef-4a47-a563-d2a60a2b1825	video	tennis	neutral	20
19027	5bf45fd3-6b4b-400c-a126-31b8576e1d70	love	24-05-21 18:36	80c36ce2-2cef-4a47-a563-d2a60a2b1825	video	tennis	positive	65
19028	5bf45fd3-6b4b-400c-a126-31b8576e1d70	disgust	17-03-21 19:58	80c36ce2-2cef-4a47-a563-d2a60a2b1825	video	tennis	negative	0
19029	5bf45fd3-6b4b-400c-a126-31b8576e1d70	disgust	24-09-20 16:44	80c36ce2-2cef-4a47-a563-d2a60a2b1825	video	tennis	negative	0
19030	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	dislike	05-03-21 1:43	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	10
19031	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	indifferent	27-04-21 4:02	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	neutral	20
19032	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	love	30-03-21 3:52	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	65
19033	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	want	13-08-20 23:45	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	70
19034	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	peeking	02-10-20 15:36	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	neutral	35
19035	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	like	18-04-21 7:59	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	50
19036	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	hate	25-04-21 9:57	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	5
19037	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	peeking	28-05-21 23:41	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	neutral	35
19038	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	adore	17-04-21 2:52	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	72
19039	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	disgust	14-07-20 9:25	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	0
19040	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	worried	16-05-21 6:31	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	12
19041	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	dislike	04-10-20 3:53	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	10
19042	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	super love	12-06-21 2:13	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	75
19043	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	indifferent	20-08-20 10:16	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	neutral	20
19044	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	heart	04-12-20 19:13	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	60
19045	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	indifferent	31-05-21 12:03	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	neutral	20
19046	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	dislike	29-04-21 8:27	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	10
19047	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	super love	17-11-20 4:00	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	75
19048	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	hate	03-08-20 2:07	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	5
19049	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	cherish	09-08-20 7:41	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	70
19050	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	interested	13-09-20 8:36	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	30
19051	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	disgust	21-10-20 9:21	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	0
19052	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	worried	07-02-21 16:05	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	12
19053	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	like	29-05-21 12:36	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	50
19054	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	scared	16-08-20 1:24	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	15
19055	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	worried	20-01-21 2:31	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	12
19056	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	heart	27-01-21 2:40	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	60
19057	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	worried	31-01-21 23:35	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	negative	12
19058	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	heart	11-05-21 7:00	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	60
19059	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	interested	16-07-20 0:37	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	30
19060	8123c0ac-30b0-4a20-bebe-864b3a6b9e9a	like	26-04-21 18:48	35d6a1f3-e358-4d4b-8074-05f3b7f35c2a	GIF	soccer	positive	50
19061	724b9f31-8bdc-4152-b93f-4d3e457201ef	hate	14-05-21 19:15	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	5
19062	724b9f31-8bdc-4152-b93f-4d3e457201ef	cherish	28-12-20 9:01	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	70
19063	724b9f31-8bdc-4152-b93f-4d3e457201ef	hate	18-08-20 18:21	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	5
19064	724b9f31-8bdc-4152-b93f-4d3e457201ef	adore	07-03-21 22:34	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	72
19065	724b9f31-8bdc-4152-b93f-4d3e457201ef	scared	06-04-21 20:29	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	15
19066	724b9f31-8bdc-4152-b93f-4d3e457201ef	interested	03-07-20 11:02	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	30
19067	724b9f31-8bdc-4152-b93f-4d3e457201ef	disgust	09-01-21 19:16	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	0
19068	724b9f31-8bdc-4152-b93f-4d3e457201ef	super love	10-02-21 15:51	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	75
19069	724b9f31-8bdc-4152-b93f-4d3e457201ef	dislike	06-02-21 6:17	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	10
19070	724b9f31-8bdc-4152-b93f-4d3e457201ef	love	28-10-20 14:46	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	65
19071	724b9f31-8bdc-4152-b93f-4d3e457201ef	peeking	03-03-21 7:22	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	neutral	35
19072	724b9f31-8bdc-4152-b93f-4d3e457201ef	cherish	12-03-21 22:46	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	70
19073	724b9f31-8bdc-4152-b93f-4d3e457201ef	super love	24-09-20 11:18	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	75
19074	724b9f31-8bdc-4152-b93f-4d3e457201ef	adore	07-04-21 17:44	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	72
19075	724b9f31-8bdc-4152-b93f-4d3e457201ef	adore	31-12-20 20:55	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	positive	72
19076	724b9f31-8bdc-4152-b93f-4d3e457201ef	dislike	06-12-20 2:49	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	10
19077	724b9f31-8bdc-4152-b93f-4d3e457201ef	peeking	26-08-20 9:02	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	neutral	35
19078	724b9f31-8bdc-4152-b93f-4d3e457201ef	hate	20-10-20 13:23	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	negative	5
19079	724b9f31-8bdc-4152-b93f-4d3e457201ef	indifferent	07-08-20 11:27	2aae6657-1214-4119-8cde-6b0dc5cd5529	audio	animals	neutral	20
19080	6aa06c00-d796-43c3-816d-70f21fe58f80	interested	13-01-21 19:50	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	30
19081	6aa06c00-d796-43c3-816d-70f21fe58f80	cherish	18-03-21 21:39	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	70
19082	6aa06c00-d796-43c3-816d-70f21fe58f80	dislike	05-08-20 13:19	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	10
19083	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	27-05-21 13:22	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19084	6aa06c00-d796-43c3-816d-70f21fe58f80	like	17-02-21 5:17	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	50
19085	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	09-08-20 8:51	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19086	6aa06c00-d796-43c3-816d-70f21fe58f80	heart	06-04-21 14:52	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	60
19087	6aa06c00-d796-43c3-816d-70f21fe58f80	love	06-10-20 9:00	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	65
19088	6aa06c00-d796-43c3-816d-70f21fe58f80	interested	26-11-20 18:36	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	30
19089	6aa06c00-d796-43c3-816d-70f21fe58f80	dislike	21-03-21 17:35	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	10
19090	6aa06c00-d796-43c3-816d-70f21fe58f80	peeking	06-05-21 21:58	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	neutral	35
19091	6aa06c00-d796-43c3-816d-70f21fe58f80	peeking	18-08-20 16:13	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	neutral	35
19092	6aa06c00-d796-43c3-816d-70f21fe58f80	love	22-08-20 4:51	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	65
19093	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	02-11-20 5:18	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19094	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	07-09-20 22:44	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19095	6aa06c00-d796-43c3-816d-70f21fe58f80	want	02-08-20 8:50	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	70
19096	6aa06c00-d796-43c3-816d-70f21fe58f80	worried	04-12-20 7:37	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	12
19097	6aa06c00-d796-43c3-816d-70f21fe58f80	peeking	03-06-21 17:23	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	neutral	35
19098	6aa06c00-d796-43c3-816d-70f21fe58f80	indifferent	24-06-20 15:59	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	neutral	20
19099	6aa06c00-d796-43c3-816d-70f21fe58f80	hate	23-07-20 9:21	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	5
19100	6aa06c00-d796-43c3-816d-70f21fe58f80	cherish	01-01-21 17:57	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	70
19101	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	09-06-21 4:20	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19102	6aa06c00-d796-43c3-816d-70f21fe58f80	adore	16-09-20 20:25	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	72
19103	6aa06c00-d796-43c3-816d-70f21fe58f80	heart	20-04-21 7:31	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	60
19104	6aa06c00-d796-43c3-816d-70f21fe58f80	want	12-11-20 15:06	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	70
19105	6aa06c00-d796-43c3-816d-70f21fe58f80	love	08-02-21 6:06	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	65
19106	6aa06c00-d796-43c3-816d-70f21fe58f80	love	27-01-21 14:03	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	65
19107	6aa06c00-d796-43c3-816d-70f21fe58f80	disgust	28-03-21 13:41	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	0
19108	6aa06c00-d796-43c3-816d-70f21fe58f80	heart	16-08-20 12:47	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	60
19109	6aa06c00-d796-43c3-816d-70f21fe58f80	worried	19-10-20 19:00	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	12
19110	6aa06c00-d796-43c3-816d-70f21fe58f80	cherish	12-11-20 8:28	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	70
19111	6aa06c00-d796-43c3-816d-70f21fe58f80	dislike	05-06-21 21:26	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	10
19112	6aa06c00-d796-43c3-816d-70f21fe58f80	dislike	19-05-21 3:37	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	10
19113	6aa06c00-d796-43c3-816d-70f21fe58f80	intrigued	25-06-20 22:35	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	45
19114	6aa06c00-d796-43c3-816d-70f21fe58f80	disgust	23-11-20 20:29	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	0
19115	6aa06c00-d796-43c3-816d-70f21fe58f80	disgust	02-03-21 9:47	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	0
19116	6aa06c00-d796-43c3-816d-70f21fe58f80	scared	03-08-20 6:23	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	15
19117	6aa06c00-d796-43c3-816d-70f21fe58f80	interested	11-11-20 8:34	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	positive	30
19118	6aa06c00-d796-43c3-816d-70f21fe58f80	worried	12-07-20 5:24	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	12
19119	6aa06c00-d796-43c3-816d-70f21fe58f80	dislike	09-04-21 3:10	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	10
19120	6aa06c00-d796-43c3-816d-70f21fe58f80	disgust	12-12-20 19:28	0a1cde57-79ab-4c61-b664-1d3b290b43cf	audio	science	negative	0
19121	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	adore	01-09-20 10:34	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	72
19122	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	disgust	14-01-21 9:39	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	0
19123	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	08-11-20 18:04	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19124	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	love	30-05-21 15:39	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	65
19125	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	interested	17-07-20 21:40	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	30
19126	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	23-07-20 23:23	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19127	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	scared	23-03-21 9:30	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	15
19128	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	intrigued	07-12-20 9:15	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	45
19129	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	22-07-20 11:46	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19130	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	scared	19-02-21 20:40	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	15
19131	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	indifferent	12-06-21 9:35	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	20
19132	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	peeking	22-09-20 9:07	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	35
19133	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	03-02-21 8:20	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19134	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	peeking	18-12-20 4:46	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	35
19135	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	31-08-20 6:09	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19136	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	intrigued	15-02-21 17:34	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	45
19137	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	worried	21-09-20 18:16	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	12
19138	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	scared	06-08-20 1:57	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	15
19139	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	15-03-21 12:14	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19140	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	indifferent	29-01-21 22:47	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	20
19141	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	cherish	17-05-21 21:00	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19142	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	09-10-20 13:49	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19143	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	interested	15-10-20 13:41	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	30
19144	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	indifferent	15-10-20 0:15	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	20
19145	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	indifferent	25-10-20 8:05	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	20
19146	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	like	21-07-20 6:27	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	50
19147	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	06-08-20 17:41	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19148	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	26-12-20 20:15	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19149	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	indifferent	28-06-20 3:41	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	neutral	20
19150	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	want	10-07-20 19:40	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19151	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	disgust	31-12-20 17:22	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	0
19152	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	dislike	27-12-20 22:02	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	10
19153	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	adore	15-06-21 6:37	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	72
19154	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	disgust	30-10-20 11:40	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	0
19155	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	intrigued	10-05-21 6:38	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	45
19156	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	04-01-21 19:25	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19157	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	cherish	27-02-21 23:06	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19158	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	love	03-05-21 1:28	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	65
19159	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	hate	05-06-21 5:31	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	5
19160	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	interested	03-11-20 8:09	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	30
19161	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	want	04-03-21 17:47	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19162	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	super love	24-06-20 7:15	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	75
19163	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	love	03-05-21 22:44	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	65
19164	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	cherish	28-04-21 1:58	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19165	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	hate	02-12-20 12:12	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	5
19166	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	want	08-04-21 20:30	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	positive	70
19167	3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b	scared	02-09-20 23:19	1a1be722-70b0-47e0-a737-1700cffa1e6d	GIF	tennis	negative	15
19168	96ece45a-89e4-4cf8-b216-c860bf8e158e	dislike	14-12-20 15:01	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	10
19169	96ece45a-89e4-4cf8-b216-c860bf8e158e	disgust	18-05-21 15:45	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	0
19170	96ece45a-89e4-4cf8-b216-c860bf8e158e	heart	18-11-20 11:09	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	60
19171	96ece45a-89e4-4cf8-b216-c860bf8e158e	peeking	21-07-20 0:13	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	neutral	35
19172	96ece45a-89e4-4cf8-b216-c860bf8e158e	interested	23-03-21 22:51	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	30
19173	96ece45a-89e4-4cf8-b216-c860bf8e158e	hate	24-02-21 3:14	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	5
19174	96ece45a-89e4-4cf8-b216-c860bf8e158e	want	15-11-20 14:56	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	70
19175	96ece45a-89e4-4cf8-b216-c860bf8e158e	worried	26-05-21 13:43	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	12
19176	96ece45a-89e4-4cf8-b216-c860bf8e158e	indifferent	18-07-20 6:09	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	neutral	20
19177	96ece45a-89e4-4cf8-b216-c860bf8e158e	disgust	18-05-21 9:37	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	0
19178	96ece45a-89e4-4cf8-b216-c860bf8e158e	heart	22-11-20 12:31	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	60
19179	96ece45a-89e4-4cf8-b216-c860bf8e158e	hate	08-11-20 7:46	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	5
19180	96ece45a-89e4-4cf8-b216-c860bf8e158e	worried	17-11-20 22:10	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	negative	12
19181	96ece45a-89e4-4cf8-b216-c860bf8e158e	adore	29-09-20 6:20	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	72
19182	96ece45a-89e4-4cf8-b216-c860bf8e158e	want	09-10-20 17:38	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	70
19183	96ece45a-89e4-4cf8-b216-c860bf8e158e	want	13-08-20 3:06	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	70
19184	96ece45a-89e4-4cf8-b216-c860bf8e158e	adore	12-03-21 5:35	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	72
19185	96ece45a-89e4-4cf8-b216-c860bf8e158e	like	28-07-20 3:58	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	50
19186	96ece45a-89e4-4cf8-b216-c860bf8e158e	cherish	27-08-20 5:17	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	70
19187	96ece45a-89e4-4cf8-b216-c860bf8e158e	like	07-01-21 8:09	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	50
19188	96ece45a-89e4-4cf8-b216-c860bf8e158e	like	10-01-21 20:38	beb1f34e-7870-46d6-9fc7-2e12eb83ce43	photo	food	positive	50
